     1,  3,   -18,    20,     4
     2,  3,     2,    -4,    18
     3,  3,   -30,   -36,    16
     4,  3,     4,    24,    40
     5,  3,    10,    22,    -6
     6,  3,   -12,   -40,   -10
     7,  3,    16,   -16,    26
     8,  3,   -34,     6,   -26
     9,  3,   -32,   -10,    20
    10,  3,    26,   -24,   -20
    11,  3,    18,    16,     4
    12,  3,   -36,   -12,    20
    13,  3,    10,   -10,    30
    14,  3,   -12,    24,    34
    15,  3,    12,   -36,    16
    16,  3,    16,    -4,    14
    17,  3,    38,     2,    28
    18,  3,     4,   -28,    10
    19,  3,   -16,     0,    34
    20,  3,   -16,    38,   -22
    21,  3,    -2,   -30,   -30
    22,  3,    36,   -20,   -24
    23,  3,   -32,    12,     4
    24,  3,   -26,    -4,   -30
    25,  3,    14,    -2,   -22
    26,  3,    -4,    30,    10
    27,  3,    48,     4,    14
    28,  3,    34,    18,   -26
    29,  3,   -22,   -28,    34
    30,  3,    -4,   -32,    -8
    31,  3,    -2,    -2,   -42
    32,  3,     8,   -10,   -32
    33,  3,    42,    10,     6
    34,  3,   -36,    14,   -10
    35,  3,    34,   -26,   -10
    36,  3,    -6,    -2,    30
    37,  3,   -46,   -10,    12
    38,  3,    40,   -26,   -16
    39,  3,     4,   -10,   -16
    40,  3,    26,   -34,     0
    41,  3,   -40,    14,     2
    42,  3,   -28,   -10,    -2
    43,  3,   -18,     6,   -26
    44,  3,     4,   -34,   -20
    45,  3,     4,    16,    22
    46,  3,     8,   -18,   -24
    47,  3,    -2,    36,    10
    48,  3,   -12,   -34,    32
    49,  3,   -18,    46,    -8
    50,  3,   -18,   -16,    30
    51,  3,   -10,    50,     4
    52,  3,     0,     2,    42
    53,  3,   -14,    -6,   -22
    54,  3,   -14,   -22,     6
    55,  3,    12,    26,   -26
    56,  3,    22,   -32,    18
    57,  3,    26,   -12,   -28
    58,  3,    24,    -8,    28
    59,  3,   -12,   -42,   -14
    60,  3,    28,    18,   -32
    61,  3,   -18,   -26,     0
    62,  3,   -22,    28,    22
    63,  3,    22,     6,   -32
    64,  3,     2,   -48,    12
    65,  3,     4,   -30,   -12
    66,  3,    36,   -26,    18
    67,  3,     2,    10,    46
    68,  3,    -4,   -12,   -32
    69,  3,     4,     2,   -40
    70,  3,    20,   -22,    18
    71,  3,   -44,    -8,   -22
    72,  3,   -24,     6,   -22
    73,  3,   -24,   -10,    10
    74,  3,    30,   -12,   -32
    75,  3,   -18,   -12,   -40
    76,  3,    -8,     2,   -26
    77,  3,    34,   -16,   -26
    78,  3,     4,   -36,    30
    79,  3,   -42,    14,    18
    80,  3,    42,   -24,    -6
    81,  3,   -36,   -10,   -18
    82,  3,    -6,   -40,    -6
    83,  3,     0,   -44,    -6
    84,  3,   -16,    24,    36
    85,  3,   -24,   -16,     2
    86,  3,   -30,    26,     2
    87,  3,   -18,    44,     4
    88,  3,   -38,    -6,   -28
    89,  3,   -36,   -14,     2
    90,  3,   -36,     2,    14
    91,  3,    24,   -10,   -34
    92,  3,    48,   -10,    -8
    93,  3,   -12,   -28,   -34
    94,  3,   -42,    -8,   -24
    95,  3,   -24,   -32,    30
    96,  3,   -14,   -26,   -20
    97,  3,   -20,    40,    16
    98,  3,    16,    -6,    -8
    99,  3,    26,    -4,   -16
   100,  3,   -16,   -16,   -36
   101,  3,     6,   -22,    32
   102,  3,    16,    34,   -18
   103,  3,     0,   -20,   -12
   104,  3,   -10,    30,    -4
   105,  3,   -30,   -14,    32
   106,  3,   -12,    40,   -22
   107,  3,    18,   -14,   -20
   108,  3,    14,    36,    30
   109,  3,   -26,     2,   -18
   110,  3,    -2,    36,    20
   111,  3,   -22,   -26,   -30
   112,  3,   -16,     8,    -4
   113,  3,   -16,    28,    36
   114,  3,   -30,    24,    20
   115,  3,    -4,    -4,   -14
   116,  3,   -30,   -14,   -20
   117,  3,    18,    16,   -28
   118,  3,   -42,     8,    20
   119,  3,   -32,   -30,     2
   120,  3,    26,   -30,     6
   121,  3,    -8,    30,    -8
   122,  3,   -10,   -46,   -16
   123,  3,    12,    20,    28
   124,  3,    18,   -12,    10
   125,  3,    38,   -24,     2
   126,  3,     6,   -36,   -34
   127,  3,    44,     0,     6
   128,  3,    30,    -8,    12
   129,  3,    -8,   -26,   -20
   130,  3,     4,    28,   -16
   131,  3,    44,     8,    -4
   132,  3,    30,   -20,    14
   133,  3,   -24,    28,     8
   134,  3,   -38,     0,   -28
   135,  3,    14,    26,    26
   136,  3,    38,    18,   -10
   137,  3,   -34,    -8,    36
   138,  3,   -24,     2,    16
   139,  3,    24,   -18,   -32
   140,  3,     8,    28,   -22
   141,  3,     0,     2,   -36
   142,  3,     6,    -4,   -38
   143,  3,   -40,   -14,   -18
   144,  3,     4,    32,    32
   145,  3,    34,     2,    12
   146,  3,    30,    14,    -6
   147,  3,   -22,    22,    -6
   148,  3,    14,   -36,   -26
   149,  3,    14,   -20,     2
   150,  3,   -30,    -2,    18
   151,  3,    26,     6,   -16
   152,  3,    28,    28,    20
   153,  3,     0,   -36,    20
   154,  3,   -48,     0,    -4
   155,  3,   -24,    -6,    12
   156,  3,    26,   -10,    14
   157,  3,   -24,     4,    -8
   158,  3,   -24,   -20,   -26
   159,  3,   -24,   -26,     4
   160,  3,    -6,   -34,   -32
   161,  3,   -20,    -2,   -28
   162,  3,    32,   -12,   -12
   163,  3,   -20,    32,    34
   164,  3,    24,    10,     2
   165,  3,    10,    -2,   -42
   166,  3,   -30,     8,    24
   167,  3,    -8,     6,    10
   168,  3,    20,    -4,   -40
   169,  3,   -38,     6,   -18
   170,  3,   -44,   -20,    -6
   171,  3,    20,   -22,   -32
   172,  3,   -26,   -12,   -20
   173,  3,   -38,   -26,    12
   174,  3,    20,    18,     2
   175,  3,    20,    20,    42
   176,  3,    16,     6,    34
   177,  3,   -22,    18,     2
   178,  3,    16,    30,   -26
   179,  3,   -20,   -20,   -34
   180,  3,     0,    24,   -10
   181,  3,    -2,     0,   -32
   182,  3,    30,   -10,    -8
   183,  3,    14,   -24,   -20
   184,  3,    40,     4,     8
   185,  3,    14,    16,   -34
   186,  3,   -22,    12,    26
   187,  3,     8,    38,   -14
   188,  3,     8,   -28,    -4
   189,  3,     8,   -26,    -8
   190,  3,   -28,    36,     8
   191,  3,     6,     0,    36
   192,  3,    34,    -2,   -26
   193,  3,    36,    10,   -24
   194,  3,   -26,   -10,    30
   195,  3,    32,    20,   -30
   196,  3,    -4,    24,    38
   197,  3,   -16,   -26,    34
   198,  3,    -4,    24,    -8
   199,  3,    -4,    40,    26
   200,  3,    30,     4,    38
   201,  3,   -30,    -4,   -16
   202,  3,   -38,   -28,   -16
   203,  3,   -22,    34,    -6
   204,  3,     6,     6,    42
   205,  3,   -20,   -16,   -40
   206,  3,    30,     6,     0
   207,  3,   -14,    -8,   -24
   208,  3,    40,   -10,     0
   209,  3,    22,   -26,   -26
   210,  3,   -16,   -22,    28
   211,  3,   -14,   -18,    30
   212,  3,    18,   -12,    30
   213,  3,    22,    -2,   -32
   214,  3,     4,   -18,    32
   215,  3,    30,   -30,    26
   216,  3,    12,   -34,    10
   217,  3,   -32,   -18,    -2
   218,  3,   -16,    10,    18
   219,  3,    -8,    28,     8
   220,  3,     4,    40,    12
   221,  3,    24,    20,   -26
   222,  3,   -28,    22,   -22
   223,  3,    10,   -14,    18
   224,  3,     6,    12,    44
   225,  3,     2,    20,    26
   226,  3,   -32,   -34,    14
   227,  3,    40,    10,    20
   228,  3,    22,   -32,   -12
   229,  3,    20,    22,     6
   230,  3,    14,    12,    -4
   231,  3,    -4,    10,    28
   232,  3,    42,     0,   -26
   233,  3,     6,    40,   -18
   234,  3,    36,    -4,   -28
   235,  3,    40,   -20,    -6
   236,  3,    -4,   -42,   -26
   237,  3,    28,   -28,   -24
   238,  3,   -40,   -12,   -22
   239,  3,   -16,   -16,    -6
   240,  3,    38,    -2,    18
   241,  3,    22,    16,    -8
   242,  3,   -12,   -32,     0
   243,  3,   -32,     0,    22
   244,  3,   -42,   -20,    16
   245,  3,   -14,    34,    22
   246,  3,    20,    14,   -36
   247,  3,     0,   -14,   -40
   248,  3,    16,   -48,    -2
   249,  3,    -8,    22,   -30
   250,  3,   -24,    10,     0
   251,  3,    16,   -18,   -22
   252,  3,    22,    16,     4
   253,  3,    18,   -18,    -8
   254,  3,    36,     8,    20
   255,  3,   -28,    16,     6
   256,  3,    10,   -42,    18
   257,  3,     0,   -42,     2
   258,  3,    32,   -34,   -16
   259,  3,    -2,   -28,   -32
   260,  3,   -20,   -28,   -34
   261,  3,   -36,    -4,    14
   262,  3,   -14,   -28,   -12
   263,  3,   -38,   -18,   -22
   264,  3,   -24,   -26,    32
   265,  3,    12,   -44,   -16
   266,  3,    16,    30,    -6
   267,  3,    28,    10,    28
   268,  3,   -20,    12,    -6
   269,  3,   -22,   -40,     8
   270,  3,    22,   -36,    22
   271,  3,     8,    34,    -8
   272,  3,    12,    20,     6
   273,  3,   -38,    16,    10
   274,  3,   -20,   -32,    28
   275,  3,   -30,   -12,    32
   276,  3,    34,   -32,   -16
   277,  3,    44,     8,   -12
   278,  3,   -30,   -36,   -16
   279,  3,   -20,   -10,    -2
   280,  3,    -8,    44,   -16
   281,  3,    18,   -22,   -18
   282,  3,   -40,   -16,    22
   283,  3,    24,   -30,   -28
   284,  3,    12,     2,   -14
   285,  3,     4,    34,   -24
   286,  3,   -22,    -6,    14
   287,  3,   -26,    30,     0
   288,  3,    -4,   -44,    16
   289,  3,    -8,   -10,     4
   290,  3,    -6,   -10,   -24
   291,  3,     6,    12,    10
   292,  3,   -10,    -2,   -30
   293,  3,    46,   -14,    10
   294,  3,    28,   -10,    34
   295,  3,    -8,   -24,    34
   296,  3,    24,    -8,    -6
   297,  3,     0,   -38,    26
   298,  3,   -14,     2,    16
   299,  3,   -18,    26,   -16
   300,  3,    14,    -6,    36
   301,  3,   -14,    36,    24
   302,  3,    -4,     6,   -20
   303,  3,   -16,    36,    24
   304,  3,    -8,   -44,     2
   305,  3,   -10,   -26,     0
   306,  3,    32,     4,    20
   307,  3,    32,    16,     2
   308,  3,   -42,    10,     0
   309,  3,    14,   -40,   -18
   310,  3,     8,   -40,   -12
   311,  3,   -30,    18,   -16
   312,  3,   -30,    -8,    22
   313,  3,   -12,   -30,     8
   314,  3,     0,   -14,    34
   315,  3,    -4,   -16,     0
   316,  3,    42,    22,     6
   317,  3,    42,   -14,   -16
   318,  3,   -24,    42,    -2
   319,  3,     4,   -42,    14
   320,  3,    22,     2,   -34
   321,  3,    18,     4,     4
   322,  3,   -20,    34,    12
   323,  3,    22,   -26,    20
   324,  3,    12,   -14,   -22
   325,  3,   -20,   -30,    -4
   326,  3,    -2,    40,   -22
   327,  3,    -8,   -24,   -44
   328,  3,   -30,    20,    -2
   329,  3,   -14,    40,     2
   330,  3,   -18,   -38,   -10
   331,  3,   -38,     8,    10
   332,  3,   -30,     2,     2
   333,  3,   -30,     4,    -6
   334,  3,    -8,   -20,    26
   335,  3,    -6,    32,    -2
   336,  3,    -2,    30,    36
   337,  3,    28,   -34,    -6
   338,  3,     4,    -4,    34
   339,  3,   -28,    30,    12
   340,  3,     4,   -22,   -34
   341,  3,   -16,   -22,   -36
   342,  3,     4,   -38,    28
   343,  3,    18,   -30,   -30
   344,  3,   -12,   -16,   -42
   345,  3,   -32,    28,     2
   346,  3,   -20,    46,     4
   347,  3,    38,    20,   -10
   348,  3,   -34,    -2,   -10
   349,  3,   -18,    14,    16
   350,  3,    34,   -12,    -8
   351,  3,    14,   -28,    22
   352,  3,    12,    26,   -12
   353,  3,    10,    10,    36
   354,  3,   -32,   -16,    10
   355,  3,   -28,     6,    10
   356,  3,    36,   -22,   -12
   357,  3,    20,    24,   -26
   358,  3,    26,   -30,   -12
   359,  3,     2,   -32,     2
   360,  3,     2,    40,    -6
   361,  3,     6,   -12,   -34
   362,  3,   -18,   -22,   -20
   363,  3,     0,   -30,    -6
   364,  3,    -2,    -2,     4
   365,  3,    24,    30,     4
   366,  3,     2,    30,   -26
   367,  3,   -26,    22,    16
   368,  3,     4,   -42,   -12
   369,  3,   -16,    38,    18
   370,  3,    48,    -4,   -10
   371,  3,    28,    -8,    34
   372,  3,    42,   -10,     8
   373,  3,    34,    -8,    -2
   374,  3,   -32,    14,   -20
   375,  3,    22,   -14,   -34
   376,  3,   -20,    26,   -24
   377,  3,   -26,    -6,    30
   378,  3,   -12,     6,   -34
   379,  3,     4,    40,    -6
   380,  3,   -12,    -6,   -38
   381,  3,     0,   -32,    14
   382,  3,   -10,    12,    -8
   383,  3,    34,   -18,    16
   384,  3,   -10,   -20,   -12
   385,  3,    26,    24,    14
