M_g6p_c,M_f6p_c,M_atp_c,M_adp_c,M_fdp_c,M_h_c,M_dhap_c,M_g3p_c,M_nad_c,M_pi_c,M_13dpg_c,M_nadh_c,M_h2o_c,M_nadp_c,M_3pg_c,M_nadph_c,M_2pg_c,M_pep_c,M_pyr_c,M_acmana_c,M_acmanap_c,M_acgam6p_c,M_ac_c,M_gam6p_c,M_nh3_c,M_man6p_c,M_lac__L_c,M_lpl_PdhC_c,M_acdhlpl_PdhC_c,M_co2_c,M_coa_c,M_accoa_c,M_dhlpl_PdhC_c,M_acald_c,M_actp_c,M_o2_c,M_e4p_c,M_s7p_c,M_r5p_c,M_xu5p__D_c,M_ru5p__D_c,M_amp_c,M_prpp_c,M_r1p_c,M_2dr1p_c,M_2dr5p_c,M_arg4_c,M_arg__L_c,M_asp4_c,M_asp__L_c,M_glu4_c,M_glu__L_c,M_gly4_c,M_gly_c,M_ile4_c,M_ile__L_c,M_ala4_c,M_ala__L_c,M_asn4_c,M_asn__L_c,M_leu4_c,M_leu__L_c,M_gln4_c,M_gln__L_c,M_his4_c,M_his__L_c,M_lys4_c,M_lys__L_c,M_pro4_c,M_pro__L_c,M_phe4_c,M_phe__L_c,M_thr4_c,M_thr__L_c,M_trp4_c,M_trp__L_c,M_tyr4_c,M_tyr__L_c,M_val4_c,M_val__L_c,M_ser4_c,M_ser__L_c,M_met4_c,M_met__L_c,M_amet_c,M_ppi_c,M_ahcys_c,M_adn_c,M_hcys__L_c,M_glutrnagln_c,M_glntrna_c,M_trnamet_c,M_mettrna_c,M_trnaile_c,M_iletrna_c,M_trnaval_c,M_valtrna_c,M_trnaleu_c,M_leutrna_c,M_cys__L_c,M_trnacys_c,M_cystrna_c,M_trnaglu_c,M_glutrna_c,M_trnagln_c,M_trnaarg_c,M_argtrna_c,M_trnatyr_c,M_tyrtrna_c,M_trnatrp_c,M_trptrna_c,M_trnaser_c,M_sertrna_c,M_trnathr_c,M_thrtrna_c,M_trnapro_c,M_protrna_c,M_trnaasp_c,M_asptrna_c,M_trnaasn_c,M_asntrna_c,M_trnalys_c,M_lystrna_c,M_trnahis_c,M_histrna_c,M_trnaphe_c,M_phetrna_c,M_trnaala_c,M_alatrna_c,M_trnagly_c,M_glytrna_c,M_nac_c,M_nicrnt_c,M_dnad_c,M_ribflv_c,M_fmn_c,M_fad_c,M_5fthf_c,M_5fthfglu3_c,M_methfglu3_c,M_10fthfglu3_c,M_fmettrna_c,M_thfglu3_c,M_mlthfglu3_c,ei,eiP,hpr,hprP,eiia,eiiaP,eiicb,eiicbP,M_glyc_c,M_fa_c,M_chsterol_c,M_ade_c,M_trdrd_c,M_dadp_c,M_trdox_c,M_dad_2_c,M_damp_c,M_datp_c,M_gua_c,M_gmp_c,M_gsn_c,M_gdp_c,M_dgdp_c,M_gtp_c,M_dgsn_c,M_dgmp_c,M_dgtp_c,M_ura_c,M_ump_c,M_udp_c,M_utp_c,M_dudp_c,M_cmp_c,M_cdp_c,M_ctp_c,M_dcdp_c,M_dcyt_c,M_dcmp_c,M_dctp_c,M_duri_c,M_dump_c,M_thymd_c,M_dtmp_c,M_dtdp_c,M_dttp_c,M_dutp_c,M_glyc3p_c,M_apoACP_c,M_ACP_c,M_pap_c,M_ap_c,M_ACP_R_c,M_1ag3p_c,M_pa_c,M_cdpdag_c,M_pg3p_c,M_pg_c,M_clpn_c,M_12dgr_c,M_g1p_c,M_udpg_c,M_udpgal_c,M_udpgalfur_c,M_galfur12dgr_c,M_udpgltn_c,M_lgltn_c
0.7993562801120178,0.0870668043545495,0.06661277688330443,0.2828552942427241,0.10709975893162639,0.4748771939965832,0.0411109707703021,0.28038078650148285,0.07219511321315872,0.14043028518013853,0.004341206992628067,0.0007408604277774008,0.0021619056068480657,0.08822870592919795,0.23284986755311138,0.09966233478816552,0.0039013033787573953,0.006159954796277752,0.09953287883011504,0.09666056741714121,0.14308796366757232,0.017630987608458135,0.15030121537063587,0.039286108569466335,0.39696257646979105,0.10543744616309486,0.09971584730091522,0.037957690999043336,0.26202261565822293,0.22928424674585696,0.07381383674956823,0.11841709323305034,1.9693342737486063e-05,0.21441963615397325,0.0006212318320605231,2.295828697270846e-09,0.10870558745176119,0.09857694847919876,0.2958159256545137,0.0001281091189863317,0.000937540887789303,0.0686171196317533,0.014950384766060228,0.2213722320286961,0.026006175127027038,0.04177788060471871,0.10045260941597006,0.09868033333617125,0.10016095227344234,0.09517082697693062,0.05858057688994165,0.17862240004997315,0.099928702417942,0.10166710405919924,0.10334551209992991,0.08875371898039659,0.10109429476641281,0.09089789407286765,0.10117241556431902,0.10390187082410883,0.10090500127569907,0.0959825452176184,0.0863309175969449,0.11546169964232729,0.1013065823369375,0.08214446302933927,0.1014085538392182,0.09441208506058255,0.10036420687712588,0.09964643074157381,0.10111997453153028,0.05240870711883807,0.10070791948759854,0.09766658749868237,0.10090670842521328,0.09742556518747986,0.10045470602090406,0.0992086825930687,0.10099731870388103,0.09716205763663235,0.10089676071612567,0.09921436186849289,0.0992479867323747,0.20079555626044682,0.00011667627594650448,0.005717802317830358,0.1138135026000106,0.02225753733337835,0.08618649739998942,0.09225649600496995,0.08729368244679779,0.10010882484645457,0.10079981905380123,0.09204783665800782,0.10795216334199219,0.09810798191820276,0.10189201808179725,0.09683615207100445,0.10316384792899556,0.08558239898447281,0.08553100456216438,0.11446899543783563,0.116339924717886,0.08366007528211401,0.12044982154823111,0.09908154832982746,0.10091845167017255,0.099611994191652,0.10038800580834802,0.09828087919039148,0.10171912080960853,0.09987679385193761,0.1001232061480624,0.09832311256397477,0.10167688743602524,0.09995924319638132,0.1000407568036187,0.09959783386638092,0.10040216613361909,0.09949918597395904,0.10050081402604097,0.0957692444774939,0.10423075552250612,0.08339965094396382,0.1166003490560362,0.05347728722805275,0.14652271277195023,0.09194079441697199,0.10805920558302802,0.10172734636520268,0.09827265363479733,8.167584164912063e-09,0.19924498066019639,0.23992799681390836,0.13736232165666623,0.06263766872381553,0.1000000096195294,0.10094819653692239,0.1897215902148315,0.022243561514548975,0.10070088674130995,0.09909135609973643,0.09927429041011054,0.08711147458227537,0.04798922294445338,1.0777055545586653e-05,0.04788703704482481,0.0001129629551772538,0.04788001002003619,0.00011998997996464123,0.04798203210397546,1.7967896023535102e-05,0.09896012350671216,63.838363650348434,0.1,0.1322649627492072,0.07155133369937423,0.1442899348863486,0.12844866630062765,0.12958009138538934,0.09844159349497253,0.06838458661950823,0.12756284450987312,0.08780299535241717,0.054088550438784265,0.123682244501215,0.14335674271064183,0.06682346798775006,0.1299482520980308,0.09842855543475906,0.0683063469665189,0.1058896508368476,0.09200844953377461,0.08546450332351198,0.0656697151822351,0.14305878402828456,0.10468489600878447,0.12642821753440625,0.06837299627787978,0.13784269215218872,0.0965852479542927,0.06476244638049973,0.06053547277137216,0.10481779853888529,0.14817390444858378,0.10179239823107654,0.09694010846905339,0.1350545013398243,0.0662129919600373,0.06534631877352506,0.0832034888417382,0.0922309299826167,0.0917384496597037,0.09193171379822078,0.10632015049611972,0.11603062035767661,0.11455231405730297,0.09989892677514205,0.09172280715162137,0.0997097521811019,0.10405502693918871,0.1005153436956018,0.09566711906219756,0.15566414080209878,0.09694686817690036,0.10167901209934141,0.1436522633576458,0.10565636059160272,0.04463757807277301,0.10364204453056143
